4K|HD,#genre#
DE: VIP EUROSPORT 360 HD 7 (Only Live Event),http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/395276
DE: VIP EUROSPORT 360 HD 8 (Only Live Event),http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/395463
DE: VIP EUROSPORT 360 HD 9 (Only Live Event),http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/395462
DE: VIP EUROSPORT 360 HD 10 (Only Live Event),http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/395461
DE: VIP EUROSPORT 360 HD 11 (Only Live Event),http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/395460
DE: VIP EUROSPORT 360 HD 12 (Only Live Event),http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/395459
DE: VIP EUROSPORT 360 HD 13 (Only Live Event),http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/395458
DE: VIP EUROSPORT 360 HD 14 (Only Live Event),http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/395457
DE: VIP EUROSPORT 360 HD 15 (Only Live Event),http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/395456
DE: VIP EUROSPORT 360 HD 16 (Only Live Event),http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/395455
AT: ORF 1 FHD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/395454
AT: ORF 1 HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/395453
AT: ORF 1,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/395452
AT: ORF 2 FHD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/395451
AT: ORF 2 HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/395450
AT: ORF 2,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/395449
AT: ORF III FHD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/395448
AT: ORF III HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/375194
AT: ORF III,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/29995
AT: ORF2B HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/339225
AT: ORF2K HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/375198
AT: ORF2N HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/29996
AT: ORF2S HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/339227
AT: ORF2ST HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/375199
AT: ORF2T HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/129284
AT: ORF2V HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/339221
AT: ORF2W HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/375193
AT: ORF2O HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/375192
AT: ATV FHD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/375191
AT: ATV HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/375189
AT: ATV 2 HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/375188
AT: DMAX AUSTRIA,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/375187
AT: HOPE TV HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/375186
AT: KRONE TV HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/375185
AT: LT1 OOE,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/375190
AT: N24 DOKU AUSTRIA HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/339228
AT: NTV AUSTRIA HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/29993
AT: OE24 TV HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/29994
AT: OE24 TV,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/434689
AT: PULS 4 AUSTRIA FHD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/434685
AT: PULS 4 AUSTRIA HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/412585
AT: PULS 24 FHD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/434686
AT: PULS 24 HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/412402
AT: R9 ÖSTERREICH FHD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/412567
AT: R9 ÖSTERREICH HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/253897
AT: RTL AUSTRIA HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/375166
AT: RTL 2 AUSTRIA HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/375170
AT: SCHAU TV HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/123006
AT: SERVUS TV HD ÖSTERREICH,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/210687
AT: SIXX AUSTRIA,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/375172
AT: TLC AUSTRIA,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/375181
AT: TV1 OOE,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/295541
AT: VOX AUSTRIA HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/410871
AT: ORF SPORT+ FHD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/412401
AT: ORF SPORT+ HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/412586
AT: SKY SPORT AUSTRIA 1 HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/260868
AT: SKY SPORT AUSTRIA 2 HD (Only Live Event),http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/210689
AT: SKY SPORT AUSTRIA 3 HD (Only Live Event),http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/434688
AT: SKY SPORT AUSTRIA 4 HD (Only Live Event),http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/434687
AT: SKY SPORT AUSTRIA 5 HD (Only Live Event),http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/412403
AT: SKY SPORT AUSTRIA 6 HD (Only Live Event),http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/375196
AT: SKY SPORT AUSTRIA 7 HD (Only Live Event),http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/260865
CH: RTS UN HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/212526
CH: RTS UN FHD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/212527
CH: RTS UN HEVC,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/212528
CH: RTS DEUX HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/374651
CH: RTS DEUX HEVC,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/380719
CH: SRF INFO HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/380718
CH: SRF INFO FHD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/380717
CH: SRF 1 HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/227434
CH: SRF 1 HEVC,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/3656
CH: SRF 2 HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/227435
CH: SRF 2 HEVC,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/227432
CH: RSI LA 1 HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/227433
CH: RSI LA 1 HEVC,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/134401
CH: RSI LA 2 HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/219595
CH: RSI LA 2 HEVC,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/7447
CH: TV 24  HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/227436
CH: TV 25 FHD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/7448
CH: 3+  HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/227437
CH: 4+  HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/7869
CH: 5+ HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/227430
CH: 6+ HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/7870
CH: SWR TV HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/227431
CH: M6 HD SUISSE,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/134407
CH: 6TER HD SUISSE,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/322139
CH: W9 SUISSE HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/134403
CH: TVO HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/134404
CH: LA TELE,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/231812
CH: TELE BASEL,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/321042
CH: SWISS 1 HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/219606
CH: PULS 8 HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/235104
CH: TELE 5,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/235105
CH: TELE TICINO HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/235106
CH: TELE M1 HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/219618
CH: TELE ZURI HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/295519
CH: BLUE ZURICH HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/137451
CH: BLUE ACTION HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/321040
CH: BLUE ACTION FHD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/321038
CH: BLUE PRIME HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/295518
CH: BLUE PRIME FHD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/295521
CH: BLUE STARS FHD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/295522
CH: DIE NEUE ZEIT TV,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/339616
CH: CANAL ALPHA NE HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/320933
CH: TV SUEDOSTSCHWEIZ HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/219613
CH: STAR TV HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/231808
CH: ROUGE TV FHD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/133925
CH: BLUE SYFY HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/219601
CH: COMEDY CENTRAL/VIVA HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/231807
CH: BLUE DISCOVERY CHANNEL HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/219603
CH: BLUE NAT GEO HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/339615
CH: BLUE CARTOON NETWORK HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/339617
CH: BLUE ZOOM FHD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/250823
CH: BLUE ZOOM HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/219605
CH: BLUE SPORT 1 FHD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/339607
CH: BLUE SPORT 1 HD (B),http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/339589
CH: BLUE SPORT 1,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/339611
CH: BLUE SPORT 2 FHD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/339609
CH: BLUE SPORT 2 HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/339612
CH: BLUE SPORT 2,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/295523
CH: VIP Blue Sport Event 1 FHD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/133924
CH: BLUE SPORT EVENT 1 HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/133920
CH: VIP Blue Sport Event 1,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/295524
CH: VIP Blue Sport Event 2 FHD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/290706
CH: BLUE SPORT EVENT 2 HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/379605
CH: VIP Blue Sport Event 3 FHD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/219589
CH: VIP Blue Sport Event 4 FHD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/295525
CH: VIP Blue Sport Event 5 FHD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/444171
CH: MY SPORTS HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/314721
CH: VIP MYSPORTS HD (En Francais),http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/444172
CH: MY SPORTS 1 HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/444173
CH: VIP MYSPORTS 1 HD (En Francais),http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/339590
CH: MY SPORTS 2 HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/444174
CH: VIP MYSPORTS 2 HD (En Francais),http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/444175
CH: MY SPORTS 3 HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/444176
CH: VIP MYSPORTS 3 HD (En Francais),http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/339601
CH: MY SPORTS 4 HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/227538
CH: VIP MYSPORTS 4 HD (En Francais),http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/339600
CH: MY SPORTS 5 HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/227539
CH: VIP MYSPORTS 5 HD (En Francais),http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/339599
CH: MY SPORTS 6 HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/227540
CH: VIP MYSPORTS 6 HD (En Francais),http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/339597
CH: MY SPORTS 7 HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/227541
CH: VIP MYSPORTS 7 HD (En Francais),http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/339596
CH: MY SPORTS 8 HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/446194
CH: VIP MYSPORTS 8 HD (En Francais),http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/339595
CH: MY SPORTS 9 HD,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/227542
DE: DAZN 1,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/339594
DE: DAZN 2,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/227544
DE: Sky Sport 1,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/339593
DE: Sky Sport 2,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/227545
DE: Sky Sport 3,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/339592
DE: Sky Sport 4,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/227546
DE: Sky Sport 5,http://maxhd.org:8080/BTiiDQbdGG/5zzFbF3F5r/339591
DE: Sky Sport 6,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182997.m3u8
DE: Sky Sport 7,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182998.m3u8
DE: Sky Sport 8,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/183055.m3u8
DE: Sky Sport 9,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/183057.m3u8
DE: Sky Sport 10,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/183059.m3u8
DE: Sky Sport Bundesliga 1,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/183060.m3u8
DE: Sky Sport Bundesliga 2,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/183061.m3u8
DE: Sky Sport Bundesliga 3,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/183062.m3u8
DE: Sky Sport Bundesliga 4,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/183063.m3u8
DE: Sky Sport Bundesliga 5,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/183064.m3u8
DE: Sky Sport Bundesliga 6,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/183065.m3u8
DE: Sky Sport Bundesliga 7,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/183066.m3u8
DE: Sky Sport Bundesliga 8,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/183067.m3u8
DE: Sky Sport Bundesliga 9,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/183069.m3u8
DE: Sky Sport Bundesliga 10,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/183071.m3u8
DE: Sky Sport F1,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/183072.m3u8
DE: Sky Sport News,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/183073.m3u8
DE: Sport 1,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/183074.m3u8
DE: Sport 1+,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/183075.m3u8
DE: Auto Motor Sport,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/183076.m3u8
DE: Del Sport 1,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/183077.m3u8
DE: Edge Sport,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/183078.m3u8
DE: ESports 1,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/183079.m3u8
DE: EUROSPORT 1,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/183080.m3u8
DE: EUROSPORT 2,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/183081.m3u8
DE: Magenta Sport 1,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/183082.m3u8
DE: Magenta Sport 5,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182992.m3u8
DE: Magenta Sport 7,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182999.m3u8
DE: Magenta Sport 9,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/183011.m3u8
DE: Magenta Sport 11,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/183012.m3u8
DE: Magenta Sport 13,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/183013.m3u8
DE: More Than Sports TV,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/183014.m3u8
DE: Motorvision TV,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/183022.m3u8
DE: Sportdigital Fussball,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/183026.m3u8
DE: Telekom 3 Bundesliga 6,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/183028.m3u8
DE: TV Bayern,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/183030.m3u8
DE: TV Bayern Live,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/183032.m3u8
DE: RTL,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/183034.m3u8
DE: RTL Zwei,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/183039.m3u8
DE: RTL Living,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/183040.m3u8
DE: RTL Passion,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/183083.m3u8
DE: RTL Up,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/183084.m3u8
DE: RTL+,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/183086.m3u8
DE: Nitro,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/183087.m3u8
DE: ProSieben,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182853.m3u8
DE: ProSieben Fun,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182858.m3u8
DE: ProSieben Maxx,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182855.m3u8
DE: Sat 1,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182856.m3u8
DE: Sat 1 Gold,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182857.m3u8
DE: Sixx,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182859.m3u8
DE: Vox,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182804.m3u8
DE: 3sat,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182830.m3u8
DE: NDR Event 1,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182832.m3u8
DE: NDR Fernsehen,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182834.m3u8
DE: SWR Fernsehen,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182864.m3u8
DE: MDR Fernsehen Sachsen Anhalt,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182866.m3u8
DE: One,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182870.m3u8
DE: Tele 5,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182974.m3u8
DE: Arte,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182646.m3u8
DE: QVC Style,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182794.m3u8
DE: Das Erste,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182795.m3u8
DE: ARD Alpha,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182951.m3u8
DE: Sky 1,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182777.m3u8
DE: Sky Arts,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182825.m3u8
DE: Sky Atlantic,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182956.m3u8
DE: Sky Comedy,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182654.m3u8
DE: Sky Crime,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182837.m3u8
DE: Sky Documentaries,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182682.m3u8
DE: Sky Krimi,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182651.m3u8
DE: Sky Movies Select 6,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182871.m3u8
DE: Sky Nature,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182872.m3u8
DE: Sky Replay,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182873.m3u8
DE: Sky Serien & Shows,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182894.m3u8
DE: ZDF,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182895.m3u8
DE: ZDF Info,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182896.m3u8
DE: ZDF Neo,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182897.m3u8
DE: Vox Up,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182898.m3u8
DE: Aristo TV,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182899.m3u8
DE: SilverLine,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182900.m3u8
DE: 13th Street,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182910.m3u8
DE: Allgau TV,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182985.m3u8
DE: Augsburg TV,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182987.m3u8
DE: Baden TV,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182975.m3u8
DE: Bayerisches Fernsehen Nord,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182653.m3u8
DE: Bayerisches Fernsehen Sud,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182869.m3u8
DE: Bild TV,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182645.m3u8
DE: Bon Gusto,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182647.m3u8
DE: Boomerang,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182650.m3u8
DE: Channel 21,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182657.m3u8
DE: Cira TV,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182661.m3u8
DE: Die Neue Zeit TV,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182662.m3u8
DE: DW Arabic,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182663.m3u8
DE: DW Deutsch,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182668.m3u8
DE: DW English,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182669.m3u8
DE: DW Español,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182670.m3u8
DE: E!,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182673.m3u8
DE: Erz TV Stollberg,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182676.m3u8
DE: euronews,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182690.m3u8
DE: euronews Deutsch,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182703.m3u8
DE: Fix & Foxi,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182704.m3u8
DE: Franken Fernsehen,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182705.m3u8
DE: FS1,http://55.rsvip12.xyz:80/live/almandagitim/Fesr6un8Yjcz/182706.m3u8
